1|妙蛙種子|Bulbasaur|1|0|0|
2|妙蛙草|Ivysaur|1|0|0|1
3|妙蛙花|Venusaur|1|0|0|2
4|小火龍|Charmander|1|0|0|
5|火恐龍|Charmeleon|1|0|0|4
6|噴火龍|Charizard|1|0|0|5
7|傑尼龜|Squirtle|1|0|0|
8|卡咪龜|Wartortle|1|0|0|7
9|水箭龜|Blastoise|1|0|0|8
10|綠毛蟲|Caterpie|1|0|0|
11|鐵甲蛹|Metapod|1|0|0|10
12|巴大蝶|Butterfree|1|0|0|11
13|獨角蟲|Weedle|1|0|0|
14|鐵殼蛹|Kakuna|1|0|0|13
15|大針蜂|Beedrill|1|0|0|14
16|波波|Pidgey|1|0|0|
17|比比鳥|Pidgeotto|1|0|0|16
18|大比鳥|Pidgeot|1|0|0|17
19|小拉達|Rattata|1|0|0|
20|拉達|Raticate|1|0|0|19
21|烈雀|Spearow|1|0|0|
22|大嘴雀|Fearow|1|0|0|21
23|阿柏蛇|Ekans|1|0|0|
24|阿柏怪|Arbok|1|0|0|23
25|皮卡丘|Pikachu|1|0|0|172
26|雷丘|Raichu|1|0|0|25
27|穿山鼠|Sandshrew|1|0|0|
28|穿山王|Sandslash|1|0|0|27
29|尼多蘭|Nidoran♀|1|0|0|
30|尼多娜|Nidorina|1|0|0|29
31|尼多后|Nidoqueen|1|0|0|30
32|尼多朗|Nidoran♂|1|0|0|
33|尼多力諾|Nidorino|1|0|0|32
34|尼多王|Nidoking|1|0|0|33
35|皮皮|Clefairy|1|0|0|173
36|皮可西|Clefable|1|0|0|35
37|六尾|Vulpix|1|0|0|
38|九尾|Ninetales|1|0|0|37
39|胖丁|Jigglypuff|1|0|0|174
40|胖可丁|Wigglytuff|1|0|0|39
41|超音蝠|Zubat|1|0|0|
42|大嘴蝠|Golbat|1|0|0|41
43|走路草|Oddish|1|0|0|
44|臭臭花|Gloom|1|0|0|43
45|霸王花|Vileplume|1|0|0|44
46|派拉斯|Paras|1|0|0|
47|派拉斯特|Parasect|1|0|0|46
48|毛球|Venonat|1|0|0|
49|摩魯蛾|Venomoth|1|0|0|48
50|地鼠|Diglett|1|0|0|
51|三地鼠|Dugtrio|1|0|0|50
52|喵喵|Meowth|1|0|0|
53|貓老大|Persian|1|0|0|52
54|可達鴨|Psyduck|1|0|0|
55|哥達鴨|Golduck|1|0|0|54
56|猴怪|Mankey|1|0|0|
57|火爆猴|Primeape|1|0|0|56
58|卡蒂狗|Growlithe|1|0|0|
59|風速狗|Arcanine|1|0|0|58
60|蚊香蝌蚪|Poliwag|1|0|0|
61|蚊香君|Poliwhirl|1|0|0|60
62|蚊香泳士|Poliwrath|1|0|0|61
63|凱西|Abra|1|0|0|
64|勇基拉|Kadabra|1|0|0|63
65|胡地|Alakazam|1|0|0|64
66|腕力|Machop|1|0|0|
67|豪力|Machoke|1|0|0|66
68|怪力|Machamp|1|0|0|67
69|喇叭芽|Bellsprout|1|0|0|
70|口呆花|Weepinbell|1|0|0|69
71|大食花|Victreebel|1|0|0|70
72|瑪瑙水母|Tentacool|1|0|0|
73|毒刺水母|Tentacruel|1|0|0|72
74|小拳石|Geodude|1|0|0|
75|隆隆石|Graveler|1|0|0|74
76|隆隆岩|Golem|1|0|0|75
77|小火馬|Ponyta|1|0|0|
78|烈焰馬|Rapidash|1|0|0|77
79|呆呆獸|Slowpoke|1|0|0|
80|呆殼獸|Slowbro|1|0|0|79
81|小磁怪|Magnemite|1|0|0|
82|三合一磁怪|Magneton|1|0|0|81
83|大蔥鴨|Farfetch'd|1|0|0|
84|嘟嘟|Doduo|1|0|0|
85|嘟嘟利|Dodrio|1|0|0|84
86|小海獅|Seel|1|0|0|
87|白海獅|Dewgong|1|0|0|86
88|臭泥|Grimer|1|0|0|
89|臭臭泥|Muk|1|0|0|88
90|大舌貝|Shellder|1|0|0|
91|刺甲貝|Cloyster|1|0|0|90
92|鬼斯|Gastly|1|0|0|
93|鬼斯通|Haunter|1|0|0|92
94|耿鬼|Gengar|1|0|0|93
95|大岩蛇|Onix|1|0|0|
96|催眠貘|Drowzee|1|0|0|
97|引夢貘人|Hypno|1|0|0|96
98|大鉗蟹|Krabby|1|0|0|
99|巨鉗蟹|Kingler|1|0|0|98
100|霹靂電球|Voltorb|1|0|0|
101|頑皮雷彈|Electrode|1|0|0|100
102|蛋蛋|Exeggcute|1|0|0|
103|椰蛋樹|Exeggutor|1|0|0|102
104|卡拉卡拉|Cubone|1|0|0|
105|嘎啦嘎啦|Marowak|1|0|0|104
106|飛腿郎|Hitmonlee|1|0|0|236
107|快拳郎|Hitmonchan|1|0|0|236
108|大舌頭|Lickitung|1|0|0|
109|瓦斯彈|Koffing|1|0|0|
110|雙彈瓦斯|Weezing|1|0|0|109
111|獨角犀牛|Rhyhorn|1|0|0|
112|鑽角犀獸|Rhydon|1|0|0|111
113|吉利蛋|Chansey|1|0|0|440
114|蔓藤怪|Tangela|1|0|0|
115|袋獸|Kangaskhan|1|0|0|
116|墨海馬|Horsea|1|0|0|
117|海刺龍|Seadra|1|0|0|116
118|角金魚|Goldeen|1|0|0|
119|金魚王|Seaking|1|0|0|118
120|海星星|Staryu|1|0|0|
121|寶石海星|Starmie|1|0|0|120
122|魔牆人偶|Mr. Mime|1|0|0|439
123|飛天螳螂|Scyther|1|0|0|
124|迷唇姐|Jynx|1|0|0|238
125|電擊獸|Electabuzz|1|0|0|239
126|鴨嘴火獸|Magmar|1|0|0|240
127|凱羅斯|Pinsir|1|0|0|
128|肯泰羅|Tauros|1|0|0|
129|鯉魚王|Magikarp|1|0|0|
130|暴鯉龍|Gyarados|1|0|0|129
131|拉普拉斯|Lapras|1|0|0|
132|百變怪|Ditto|1|0|0|
133|伊布|Eevee|1|0|0|
134|水伊布|Vaporeon|1|0|0|133
135|雷伊布|Jolteon|1|0|0|133
136|火伊布|Flareon|1|0|0|133
137|多邊獸|Porygon|1|0|0|
138|菊石獸|Omanyte|1|0|0|
139|多刺菊石獸|Omastar|1|0|0|138
140|化石盔|Kabuto|1|0|0|
141|鐮刀盔|Kabutops|1|0|0|140
142|化石翼龍|Aerodactyl|1|0|0|
143|卡比獸|Snorlax|1|0|0|446
144|急凍鳥|Articuno|1|1|0|
145|閃電鳥|Zapdos|1|1|0|
146|火焰鳥|Moltres|1|1|0|
147|迷你龍|Dratini|1|0|0|
148|哈克龍|Dragonair|1|0|0|147
149|快龍|Dragonite|1|0|0|148
150|超夢|Mewtwo|1|1|0|
151|夢幻|Mew|1|0|1|
152|菊草葉|Chikorita|2|0|0|
153|月桂葉|Bayleef|2|0|0|152
154|大竺葵|Meganium|2|0|0|153
155|火球鼠|Cyndaquil|2|0|0|
156|火岩鼠|Quilava|2|0|0|155
157|火爆獸|Typhlosion|2|0|0|156
158|小鋸鱷|Totodile|2|0|0|
159|藍鱷|Croconaw|2|0|0|158
160|大力鱷|Feraligatr|2|0|0|159
161|尾立|Sentret|2|0|0|
162|大尾立|Furret|2|0|0|161
163|咕咕|Hoothoot|2|0|0|
164|貓頭夜鷹|Noctowl|2|0|0|163
165|芭瓢蟲|Ledyba|2|0|0|
166|安瓢蟲|Ledian|2|0|0|165
167|圓絲蛛|Spinarak|2|0|0|
168|阿利多斯|Ariados|2|0|0|167
169|叉字蝠|Crobat|2|0|0|42
170|燈籠魚|Chinchou|2|0|0|
171|電燈怪|Lanturn|2|0|0|170
172|皮丘|Pichu|2|0|0|
173|皮寶寶|Cleffa|2|0|0|
174|寶寶丁|Igglybuff|2|0|0|
175|波克比|Togepi|2|0|0|
176|波克基古|Togetic|2|0|0|175
177|天然雀|Natu|2|0|0|
178|天然鳥|Xatu|2|0|0|177
179|咩利羊|Mareep|2|0|0|
180|茸茸羊|Flaaffy|2|0|0|179
181|電龍|Ampharos|2|0|0|180
182|美麗花|Bellossom|2|0|0|44
183|瑪力露|Marill|2|0|0|298
184|瑪力露麗|Azumarill|2|0|0|183
185|樹才怪|Sudowoodo|2|0|0|438
186|蚊香蛙皇|Politoed|2|0|0|61
187|毽子草|Hoppip|2|0|0|
188|毽子花|Skiploom|2|0|0|187
189|毽子棉|Jumpluff|2|0|0|188
190|長尾怪手|Aipom|2|0|0|
191|向日種子|Sunkern|2|0|0|
192|向日花怪|Sunflora|2|0|0|191
193|蜻蜻蜓|Yanma|2|0|0|
194|烏波|Wooper|2|0|0|
195|沼王|Quagsire|2|0|0|194
196|太陽伊布|Espeon|2|0|0|133
197|月亮伊布|Umbreon|2|0|0|133
198|黑暗鴉|Murkrow|2|0|0|
199|呆呆王|Slowking|2|0|0|79
200|夢妖|Misdreavus|2|0|0|
201|未知圖騰|Unown|2|0|0|
202|果然翁|Wobbuffet|2|0|0|360
203|麒麟奇|Girafarig|2|0|0|
204|榛果球|Pineco|2|0|0|
205|佛烈托斯|Forretress|2|0|0|204
206|土龍弟弟|Dunsparce|2|0|0|
207|天蠍|Gligar|2|0|0|
208|大鋼蛇|Steelix|2|0|0|95
209|布魯|Snubbull|2|0|0|
210|布魯皇|Granbull|2|0|0|209
211|千針魚|Qwilfish|2|0|0|
212|巨鉗螳螂|Scizor|2|0|0|123
213|壺壺|Shuckle|2|0|0|
214|赫拉克羅斯|Heracross|2|0|0|
215|狃拉|Sneasel|2|0|0|
216|熊寶寶|Teddiursa|2|0|0|
217|圈圈熊|Ursaring|2|0|0|216
218|熔岩蟲|Slugma|2|0|0|
219|熔岩蝸牛|Magcargo|2|0|0|218
220|小山豬|Swinub|2|0|0|
221|長毛豬|Piloswine|2|0|0|220
222|太陽珊瑚|Corsola|2|0|0|
223|鐵炮魚|Remoraid|2|0|0|
224|章魚桶|Octillery|2|0|0|223
225|信使鳥|Delibird|2|0|0|
226|巨翅飛魚|Mantine|2|0|0|458
227|盔甲鳥|Skarmory|2|0|0|
228|戴魯比|Houndour|2|0|0|
229|黑魯加|Houndoom|2|0|0|228
230|刺龍王|Kingdra|2|0|0|117
231|小小象|Phanpy|2|0|0|
232|頓甲|Donphan|2|0|0|231
233|多邊獸Ⅱ|Porygon2|2|0|0|137
234|驚角鹿|Stantler|2|0|0|
235|圖圖犬|Smeargle|2|0|0|
236|無畏小子|Tyrogue|2|0|0|
237|戰舞郎|Hitmontop|2|0|0|236
238|迷唇娃|Smoochum|2|0|0|
239|電擊怪|Elekid|2|0|0|
240|鴨嘴寶寶|Magby|2|0|0|
241|大奶罐|Miltank|2|0|0|
242|幸福蛋|Blissey|2|0|0|113
243|雷公|Raikou|2|1|0|
244|炎帝|Entei|2|1|0|
245|水君|Suicune|2|1|0|
246|幼基拉斯|Larvitar|2|0|0|
247|沙基拉斯|Pupitar|2|0|0|246
248|班基拉斯|Tyranitar|2|0|0|247
249|洛奇亞|Lugia|2|1|0|
250|鳳王|Ho-Oh|2|1|0|
251|時拉比|Celebi|2|0|1|
252|木守宮|Treecko|3|0|0|
253|森林蜥蜴|Grovyle|3|0|0|252
254|蜥蜴王|Sceptile|3|0|0|253
255|火稚雞|Torchic|3|0|0|
256|力壯雞|Combusken|3|0|0|255
257|火焰雞|Blaziken|3|0|0|256
258|水躍魚|Mudkip|3|0|0|
259|沼躍魚|Marshtomp|3|0|0|258
260|巨沼怪|Swampert|3|0|0|259
261|土狼犬|Poochyena|3|0|0|
262|大狼犬|Mightyena|3|0|0|261
263|蛇紋熊|Zigzagoon|3|0|0|
264|直衝熊|Linoone|3|0|0|263
265|刺尾蟲|Wurmple|3|0|0|
266|甲殼繭|Silcoon|3|0|0|265
267|狩獵鳳蝶|Beautifly|3|0|0|266
268|盾甲繭|Cascoon|3|0|0|265
269|毒粉蛾|Dustox|3|0|0|268
270|蓮葉童子|Lotad|3|0|0|
271|蓮帽小童|Lombre|3|0|0|270
272|樂天河童|Ludicolo|3|0|0|271
273|橡實果|Seedot|3|0|0|
274|長鼻葉|Nuzleaf|3|0|0|273
275|狡猾天狗|Shiftry|3|0|0|274
276|傲骨燕|Taillow|3|0|0|
277|大王燕|Swellow|3|0|0|276
278|長翅鷗|Wingull|3|0|0|
279|大嘴鷗|Pelipper|3|0|0|278
280|拉魯拉絲|Ralts|3|0|0|
281|奇魯莉安|Kirlia|3|0|0|280
282|沙奈朵|Gardevoir|3|0|0|281
283|溜溜糖球|Surskit|3|0|0|
284|雨翅蛾|Masquerain|3|0|0|283
285|蘑蘑菇|Shroomish|3|0|0|
286|斗笠菇|Breloom|3|0|0|285
287|懶人獺|Slakoth|3|0|0|
288|過動猿|Vigoroth|3|0|0|287
289|請假王|Slaking|3|0|0|288
290|土居忍士|Nincada|3|0|0|
291|鐵面忍者|Ninjask|3|0|0|290
292|脫殼忍者|Shedinja|3|0|0|290
293|咕妞妞|Whismur|3|0|0|
294|吼爆彈|Loudred|3|0|0|293
295|爆音怪|Exploud|3|0|0|294
296|幕下力士|Makuhita|3|0|0|
297|鐵掌力士|Hariyama|3|0|0|296
298|露力麗|Azurill|3|0|0|
299|朝北鼻|Nosepass|3|0|0|
300|向尾喵|Skitty|3|0|0|
301|優雅貓|Delcatty|3|0|0|300
302|勾魂眼|Sableye|3|0|0|
303|大嘴娃|Mawile|3|0|0|
304|可可多拉|Aron|3|0|0|
305|可多拉|Lairon|3|0|0|304
306|波士可多拉|Aggron|3|0|0|305
307|瑪沙那|Meditite|3|0|0|
308|恰雷姆|Medicham|3|0|0|307
309|落雷獸|Electrike|3|0|0|
310|雷電獸|Manectric|3|0|0|309
311|正電拍拍|Plusle|3|0|0|
312|負電拍拍|Minun|3|0|0|
313|電螢蟲|Volbeat|3|0|0|
314|甜甜螢|Illumise|3|0|0|
315|毒薔薇|Roselia|3|0|0|406
316|溶食獸|Gulpin|3|0|0|
317|吞食獸|Swalot|3|0|0|316
318|利牙魚|Carvanha|3|0|0|
319|巨牙鯊|Sharpedo|3|0|0|318
320|吼吼鯨|Wailmer|3|0|0|
321|吼鯨王|Wailord|3|0|0|320
322|呆火駝|Numel|3|0|0|
323|噴火駝|Camerupt|3|0|0|322
324|煤炭龜|Torkoal|3|0|0|
325|跳跳豬|Spoink|3|0|0|
326|噗噗豬|Grumpig|3|0|0|325
327|晃晃斑|Spinda|3|0|0|
328|大顎蟻|Trapinch|3|0|0|
329|超音波幼蟲|Vibrava|3|0|0|328
330|沙漠蜻蜓|Flygon|3|0|0|329
331|刺球仙人掌|Cacnea|3|0|0|
332|夢歌仙人掌|Cacturne|3|0|0|331
333|青綿鳥|Swablu|3|0|0|
334|七夕青鳥|Altaria|3|0|0|333
335|貓鼬斬|Zangoose|3|0|0|
336|飯匙蛇|Seviper|3|0|0|
337|月石|Lunatone|3|0|0|
338|太陽岩|Solrock|3|0|0|
339|泥泥鰍|Barboach|3|0|0|
340|鯰魚王|Whiscash|3|0|0|339
341|龍蝦小兵|Corphish|3|0|0|
342|鐵螯龍蝦|Crawdaunt|3|0|0|341
343|天秤偶|Baltoy|3|0|0|
344|念力土偶|Claydol|3|0|0|343
345|觸手百合|Lileep|3|0|0|
346|搖籃百合|Cradily|3|0|0|345
347|太古羽蟲|Anorith|3|0|0|
348|太古盔甲|Armaldo|3|0|0|347
349|醜醜魚|Feebas|3|0|0|
350|美納斯|Milotic|3|0|0|349
351|飄浮泡泡|Castform|3|0|0|
352|變隱龍|Kecleon|3|0|0|
353|怨影娃娃|Shuppet|3|0|0|
354|詛咒娃娃|Banette|3|0|0|353
355|夜巡靈|Duskull|3|0|0|
356|彷徨夜靈|Dusclops|3|0|0|355
357|熱帶龍|Tropius|3|0|0|
358|風鈴鈴|Chimecho|3|0|0|433
359|阿勃梭魯|Absol|3|0|0|
360|小果然|Wynaut|3|0|0|
361|雪童子|Snorunt|3|0|0|
362|冰鬼護|Glalie|3|0|0|361
363|海豹球|Spheal|3|0|0|
364|海魔獅|Sealeo|3|0|0|363
365|帝牙海獅|Walrein|3|0|0|364
366|珍珠貝|Clamperl|3|0|0|
367|獵斑魚|Huntail|3|0|0|366
368|櫻花魚|Gorebyss|3|0|0|366
369|古空棘魚|Relicanth|3|0|0|
370|愛心魚|Luvdisc|3|0|0|
371|寶貝龍|Bagon|3|0|0|
372|甲殼龍|Shelgon|3|0|0|371
373|暴飛龍|Salamence|3|0|0|372
374|鐵啞鈴|Beldum|3|0|0|
375|金屬怪|Metang|3|0|0|374
376|巨金怪|Metagross|3|0|0|375
377|雷吉洛克|Regirock|3|1|0|
378|雷吉艾斯|Regice|3|1|0|
379|雷吉斯奇魯|Registeel|3|1|0|
380|拉帝亞斯|Latias|3|1|0|
381|拉帝歐斯|Latios|3|1|0|
382|蓋歐卡|Kyogre|3|1|0|
383|固拉多|Groudon|3|1|0|
384|烈空坐|Rayquaza|3|1|0|
385|基拉祈|Jirachi|3|0|1|
386|代歐奇希斯|Deoxys|3|0|1|
387|草苗龜|Turtwig|4|0|0|
388|樹林龜|Grotle|4|0|0|387
389|土台龜|Torterra|4|0|0|388
390|小火焰猴|Chimchar|4|0|0|
391|猛火猴|Monferno|4|0|0|390
392|烈焰猴|Infernape|4|0|0|391
393|波加曼|Piplup|4|0|0|
394|波皇子|Prinplup|4|0|0|393
395|帝王拿波|Empoleon|4|0|0|394
396|姆克兒|Starly|4|0|0|
397|姆克鳥|Staravia|4|0|0|396
398|姆克鷹|Staraptor|4|0|0|397
399|大牙狸|Bidoof|4|0|0|
400|大尾狸|Bibarel|4|0|0|399
401|圓法師|Kricketot|4|0|0|
402|音箱蟀|Kricketune|4|0|0|401
403|小貓怪|Shinx|4|0|0|
404|勒克貓|Luxio|4|0|0|403
405|倫琴貓|Luxray|4|0|0|404
406|含羞苞|Budew|4|0|0|
407|羅絲雷朵|Roserade|4|0|0|315
408|頭蓋龍|Cranidos|4|0|0|
409|戰槌龍|Rampardos|4|0|0|408
410|盾甲龍|Shieldon|4|0|0|
411|護城龍|Bastiodon|4|0|0|410
412|結草兒|Burmy|4|0|0|
413|結草貴婦|Wormadam|4|0|0|412
414|紳士蛾|Mothim|4|0|0|412
415|三蜜蜂|Combee|4|0|0|
416|蜂女王|Vespiquen|4|0|0|415
417|帕奇利茲|Pachirisu|4|0|0|
418|泳圈鼬|Buizel|4|0|0|
419|浮潛鼬|Floatzel|4|0|0|418
420|櫻花寶|Cherubi|4|0|0|
421|櫻花兒|Cherrim|4|0|0|420
422|無殼海兔|Shellos|4|0|0|
423|海兔獸|Gastrodon|4|0|0|422
424|雙尾怪手|Ambipom|4|0|0|190
425|飄飄球|Drifloon|4|0|0|
426|隨風球|Drifblim|4|0|0|425
427|捲捲耳|Buneary|4|0|0|
428|長耳兔|Lopunny|4|0|0|427
429|夢妖魔|Mismagius|4|0|0|200
430|烏鴉頭頭|Honchkrow|4|0|0|198
431|魅力喵|Glameow|4|0|0|
432|東施喵|Purugly|4|0|0|431
433|鈴鐺響|Chingling|4|0|0|
434|臭鼬噗|Stunky|4|0|0|
435|坦克臭鼬|Skuntank|4|0|0|434
436|銅鏡怪|Bronzor|4|0|0|
437|青銅鐘|Bronzong|4|0|0|436
438|盆才怪|Bonsly|4|0|0|
439|魔尼尼|Mime Jr.|4|0|0|
440|小福蛋|Happiny|4|0|0|
441|聒噪鳥|Chatot|4|0|0|
442|花岩怪|Spiritomb|4|0|0|
443|圓陸鯊|Gible|4|0|0|
444|尖牙陸鯊|Gabite|4|0|0|443
445|烈咬陸鯊|Garchomp|4|0|0|444
446|小卡比獸|Munchlax|4|0|0|
447|利歐路|Riolu|4|0|0|
448|路卡利歐|Lucario|4|0|0|447
449|沙河馬|Hippopotas|4|0|0|
450|河馬獸|Hippowdon|4|0|0|449
451|鉗尾蠍|Skorupi|4|0|0|
452|龍王蠍|Drapion|4|0|0|451
453|不良蛙|Croagunk|4|0|0|
454|毒骷蛙|Toxicroak|4|0|0|453
455|尖牙籠|Carnivine|4|0|0|
456|螢光魚|Finneon|4|0|0|
457|霓虹魚|Lumineon|4|0|0|456
458|小球飛魚|Mantyke|4|0|0|
459|雪笠怪|Snover|4|0|0|
460|暴雪王|Abomasnow|4|0|0|459
461|瑪狃拉|Weavile|4|0|0|215
462|自爆磁怪|Magnezone|4|0|0|82
463|大舌舔|Lickilicky|4|0|0|108
464|超甲狂犀|Rhyperior|4|0|0|112
465|巨蔓藤|Tangrowth|4|0|0|114
466|電擊魔獸|Electivire|4|0|0|125
467|鴨嘴炎獸|Magmortar|4|0|0|126
468|波克基斯|Togekiss|4|0|0|176
469|遠古巨蜓|Yanmega|4|0|0|193
470|葉伊布|Leafeon|4|0|0|133
471|冰伊布|Glaceon|4|0|0|133
472|天蠍王|Gliscor|4|0|0|207
473|象牙豬|Mamoswine|4|0|0|221
474|多邊獸Ｚ|Porygon-Z|4|0|0|233
475|艾路雷朵|Gallade|4|0|0|281
476|大朝北鼻|Probopass|4|0|0|299
477|黑夜魔靈|Dusknoir|4|0|0|356
478|雪妖女|Froslass|4|0|0|361
479|洛托姆|Rotom|4|0|0|
480|由克希|Uxie|4|1|0|
481|艾姆利多|Mesprit|4|1|0|
482|亞克諾姆|Azelf|4|1|0|
483|帝牙盧卡|Dialga|4|1|0|
484|帕路奇亞|Palkia|4|1|0|
485|席多藍恩|Heatran|4|1|0|
486|雷吉奇卡斯|Regigigas|4|1|0|
487|騎拉帝納|Giratina|4|1|0|
488|克雷色利亞|Cresselia|4|1|0|
489|霏歐納|Phione|4|0|1|
490|瑪納霏|Manaphy|4|0|1|
491|達克萊伊|Darkrai|4|0|1|
492|謝米|Shaymin|4|0|1|
493|阿爾宙斯|Arceus|4|0|1|
494|比克提尼|Victini|5|0|1|
495|藤藤蛇|Snivy|5|0|0|
496|青藤蛇|Servine|5|0|0|495
497|君主蛇|Serperior|5|0|0|496
498|暖暖豬|Tepig|5|0|0|
499|炒炒豬|Pignite|5|0|0|498
500|炎武王|Emboar|5|0|0|499
501|水水獺|Oshawott|5|0|0|
502|雙刃丸|Dewott|5|0|0|501
503|大劍鬼|Samurott|5|0|0|502
504|探探鼠|Patrat|5|0|0|
505|步哨鼠|Watchog|5|0|0|504
506|小約克|Lillipup|5|0|0|
507|哈約克|Herdier|5|0|0|506
508|長毛狗|Stoutland|5|0|0|507
509|扒手貓|Purrloin|5|0|0|
510|酷豹|Liepard|5|0|0|509
511|花椰猴|Pansage|5|0|0|
512|花椰猿|Simisage|5|0|0|511
513|爆香猴|Pansear|5|0|0|
514|爆香猿|Simisear|5|0|0|513
515|冷水猴|Panpour|5|0|0|
516|冷水猿|Simipour|5|0|0|515
517|食夢夢|Munna|5|0|0|
518|夢夢蝕|Musharna|5|0|0|517
519|豆豆鴿|Pidove|5|0|0|
520|咕咕鴿|Tranquill|5|0|0|519
521|高傲雉雞|Unfezant|5|0|0|520
522|斑斑馬|Blitzle|5|0|0|
523|雷電斑馬|Zebstrika|5|0|0|522
524|石丸子|Roggenrola|5|0|0|
525|地幔岩|Boldore|5|0|0|524
526|龐岩怪|Gigalith|5|0|0|525
527|滾滾蝙蝠|Woobat|5|0|0|
528|心蝙蝠|Swoobat|5|0|0|527
529|螺釘地鼠|Drilbur|5|0|0|
530|龍頭地鼠|Excadrill|5|0|0|529
531|差不多娃娃|Audino|5|0|0|
532|搬運小匠|Timburr|5|0|0|
533|鐵骨土人|Gurdurr|5|0|0|532
534|修建老匠|Conkeldurr|5|0|0|533
535|圓蝌蚪|Tympole|5|0|0|
536|藍蟾蜍|Palpitoad|5|0|0|535
537|蟾蜍王|Seismitoad|5|0|0|536
538|投摔鬼|Throh|5|0|0|
539|打擊鬼|Sawk|5|0|0|
540|蟲寶包|Sewaddle|5|0|0|
541|寶包繭|Swadloon|5|0|0|540
542|保母蟲|Leavanny|5|0|0|541
543|百足蜈蚣|Venipede|5|0|0|
544|車輪毬|Whirlipede|5|0|0|543
545|蜈蚣王|Scolipede|5|0|0|544
546|木棉球|Cottonee|5|0|0|
547|風妖精|Whimsicott|5|0|0|546
548|百合根娃娃|Petilil|5|0|0|
549|裙兒小姐|Lilligant|5|0|0|548
550|野蠻鱸魚|Basculin|5|0|0|
551|黑眼鱷|Sandile|5|0|0|
552|混混鱷|Krokorok|5|0|0|551
553|流氓鱷|Krookodile|5|0|0|552
554|火紅不倒翁|Darumaka|5|0|0|
555|達摩狒狒|Darmanitan|5|0|0|554
556|沙鈴仙人掌|Maractus|5|0|0|
557|石居蟹|Dwebble|5|0|0|
558|岩殿居蟹|Crustle|5|0|0|557
559|滑滑小子|Scraggy|5|0|0|
560|頭巾混混|Scrafty|5|0|0|559
561|象徵鳥|Sigilyph|5|0|0|
562|哭哭面具|Yamask|5|0|0|
563|死神棺|Cofagrigus|5|0|0|562
564|原蓋海龜|Tirtouga|5|0|0|
565|肋骨海龜|Carracosta|5|0|0|564
566|始祖小鳥|Archen|5|0|0|
567|始祖大鳥|Archeops|5|0|0|566
568|破破袋|Trubbish|5|0|0|
